variable,dummyVariable,typeEnd,databaseStart,variableStart,typeStart,recEnd,numValidCat,catLabel,catLabelLong,units,recStart,catStartLabel,variableStartShortLabel,variableStartLabel,notes
SurveyCycle,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[data_name],N/A,Func::SurveyCycle.fun,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SurveyCycle,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[data_name],N/A,cchs2001_p,10,cchs2001_p,2001 cycle,N/A,N/A,N/A,Dataset name,Dataset name,
SurveyCycle,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[data_name],N/A,cchs2003_p,10,cchs2003_p,2003 cycle,N/A,N/A,N/A,Dataset name,Dataset name,
SurveyCycle,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[data_name],N/A,cchs2005_p,10,cchs2005_p,2005 cycle,N/A,N/A,N/A,Dataset name,Dataset name,
SurveyCycle,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[data_name],N/A,cchs2007_2008_p,10,cchs2007_2008_p,2007 to 2008 cycle,N/A,N/A,N/A,Dataset name,Dataset name,
SurveyCycle,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[data_name],N/A,cchs2009_2010_p,10,cchs2009_2010_p,2009 to 2010 cycle,N/A,N/A,N/A,Dataset name,Dataset name,
SurveyCycle,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[data_name],N/A,cchs2010_p,10,cchs2010_p,2010 cycle,N/A,N/A,N/A,Dataset name,Dataset name,
SurveyCycle,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[data_name],N/A,cchs2011_2012_p,10,cchs2011_2012_p,2011 to 2012 cycle,N/A,N/A,N/A,Dataset name,Dataset name,
SurveyCycle,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[data_name],N/A,cchs2012_p,10,cchs2012_p,2012 cycle,N/A,N/A,N/A,Dataset name,Dataset name,
SurveyCycle,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[data_name],N/A,cchs2013_2014_p,10,cchs2013_2014_p,2013 to 2014 cycle,N/A,N/A,N/A,Dataset name,Dataset name,
SurveyCycle,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[data_name],N/A,cchs2014_p,10,cchs2014_p,2014 cycle,N/A,N/A,N/A,Dataset name,Dataset name,
resp_cond_der_2,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[resp_condition_der],cat,1,2,Yes,"Has respiratory condition: Asthma, COPD/Emphysema, Bronchitis",N/A,1,Over 35 years with condition,Respiratory condition,Respiratory condition,
resp_cond_der_2,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[resp_condition_der],cat,1,2,Yes,"Has respiratory condition: Asthma, COPD/Emphysema, Bronchitis",N/A,2,Under 35 years with condition,Respiratory condition,Respiratory condition,
resp_cond_der_2,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[resp_condition_der],cat,2,2,No,"Does not have any of Asthma, COPD/Emphysema or Bronchitis",N/A,3,No condition,Respiratory condition,Respiratory condition,
resp_cond_der_2,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[resp_condition_der],cat,NA::b,2,missing,missing,N/A,NA::b,missing,Respiratory condition,Respiratory condition,
resp_cond_der_2,N/A,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[resp_condition_der],cat,NA::a,2,not applicable,not applicable,N/A,else,not applicable,Respiratory condition,Respiratory condition,
HUI3_beta_transformed,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[HUIDHSI],N/A,Func::hui_beta_transform,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HUI3_beta_transformed,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[HUIDHSI],N/A,"(0,1)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALWDWKY_HUI,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","DerivedVar::[ALCDTTM, ALWDWKY]",N/A,Func::ALWDWKY_HUI,N/A,N/A,N/A,drinks/week,N/A,N/A,N/A,N/A,"In CCHS, non-drinkers have their drinks/week set to non-applicable. For the predictive model, we set them to zero."
ALWDWKY_HUI,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","DerivedVar::[ALCDTTM, ALWDWKY]",N/A,NA::a,N/A,not applicable,not applicable,drinks/week,N/A,not applicable (996),drinks/week,Weekly consumption of alcohol,
ALWDWKY_HUI,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","DerivedVar::[ALCDTTM, ALWDWKY]",N/A,NA::b,N/A,missing,missing,drinks/week,N/A,don't know (997); refusal (998); not stated (999),drinks/week,Weekly consumption of alcohol,
HUI3_arc_sine_transformed,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[HUIDHSI],cont,Func::hui_arc_sine_transform,N/A,N/A,N/A,N/A,N/A,N/A,HUI3,Health Utility Index Mark 3,
HUI3_arc_sine_transformed,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[HUIDHSI],cont,"[-1,1]",N/A,N/A,N/A,N/A,N/A,N/A,HUI3,Health Utility Index Mark 3,
HUI3_arc_sine_back_transformed,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[HUI3_arc_sine_transformed],cont,Func::hui_arc_sine_back_transformed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HUI3_arc_sine_back_transformed,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[HUI3_arc_sine_transformed],cont,"[-0.36,1]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HUI3_beta_back_transformed,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[HUI3_beta_transformed],cont,Func::hui_beta_back_transformed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HUI3_beta_back_transformed,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p",DerivedVar::[HUI3_beta_transformed],cont,"[-0.36,1]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
